income_msoa,pct_manag_prof,median_age,pct_minority,income_msoa_tercile,pct_manag_prof_tercile,median_age_tercile,pct_minority_tercile,stable_lockdown,stable_covid
43536.842,34.371,44.361,4.037,Medium,Medium,Medium,Low,1,0
31800.0,15.443,35.987,20.4,Low,Low,Low,High,1,0
40000.0,31.536,46.924,2.509,Low,Medium,High,Low,0,0
56090.909,35.291,38.928,17.901,High,Medium,Low,High,0,0
46007.143,34.637,44.002,22.839,Medium,Medium,Medium,High,0,1
41500.0,28.676,36.893,11.749,Medium,Low,Low,Medium,1,1
38994.118,27.277,36.7,25.701,Low,Low,Low,High,0,1
49625.0,39.448,43.968,4.289,High,High,Medium,Low,1,1
44842.857,31.705,40.299,6.49,Medium,Medium,Medium,Medium,1,0
58976.19,46.886,40.933,41.689,High,High,Medium,High,0,0
56200.0,43.56,42.965,11.514,High,High,Medium,Medium,0,0
31872.727,16.718,34.627,16.448,Low,Low,Low,High,1,1
58666.667,42.644,33.127,30.023,High,High,Low,High,1,1
35914.286,24.536,42.329,2.363,Low,Low,Medium,Low,0,1
67000.0,36.912,34.24,5.543,High,Medium,Low,Medium,1,1
56666.667,50.91,34.856,35.046,High,High,Low,High,1,0
51511.111,32.148,37.292,37.332,High,Medium,Low,High,0,1
41444.444,34.323,53.544,2.761,Medium,Medium,High,Low,1,1
70581.25,51.341,43.817,19.991,High,High,Medium,High,1,0
39842.857,18.667,38.443,15.71,Low,Low,Low,High,0,0
46300.0,37.253,50.769,1.458,Medium,Medium,High,Low,1,1
38760.0,26.85,49.296,1.628,Low,Low,High,Low,0,1
44612.0,25.743,35.501,35.671,Medium,Low,Low,High,1,0
37600.0,28.318,38.05,9.642,Low,Low,Low,Medium,1,0
56428.571,45.691,41.826,7.134,High,High,Medium,Medium,1,0
31608.333,22.206,41.818,8.798,Low,Low,Medium,Medium,1,0
45153.846,40.637,39.814,6.827,Medium,High,Medium,Medium,1,1
53925.0,41.652,36.896,13.973,High,High,Low,Medium,0,0
35100.0,23.058,40.236,2.865,Low,Low,Medium,Low,1,1
32517.647,27.44,41.622,3.052,Low,Low,Medium,Low,0,0
56700.0,42.055,51.876,4.01,High,High,High,Low,1,0
73200.0,55.833,43.595,33.41,High,High,Medium,High,0,1
32318.182,20.011,37.234,15.981,Low,Low,Low,High,1,0
53831.25,41.84,51.864,2.39,High,High,High,Low,1,1
51700.0,38.545,50.821,11.537,High,Medium,High,Medium,0,0
41000.0,35.796,39.43,16.014,Medium,Medium,Medium,High,1,1
67435.714,64.415,31.908,27.097,High,High,Low,High,1,1
39235.714,33.28,50.056,3.504,Low,Medium,High,Low,0,1
36600.0,27.357,36.02,7.248,Low,Low,Low,Medium,1,0
47700.0,43.147,44.849,4.215,Medium,High,High,Low,0,1
48300.0,32.597,44.495,5.891,Medium,Medium,Medium,Medium,0,0
45242.857,32.959,44.76,5.427,Medium,Medium,Medium,Medium,0,0
67000.0,45.863,39.572,36.286,High,High,Medium,High,0,0
45000.0,39.912,43.411,40.22,Medium,High,Medium,High,1,0
36212.5,22.301,36.9,5.239,Low,Low,Low,Medium,1,0
40171.429,32.334,46.417,3.985,Low,Medium,High,Low,0,1
36411.111,21.087,35.697,5.366,Low,Low,Low,Medium,1,1
41118.182,28.376,44.184,4.66,Medium,Low,Medium,Low,0,0
40555.556,33.711,44.022,43.347,Low,Medium,Medium,High,1,0
32300.0,21.442,41.78,20.924,Low,Low,Medium,High,1,1
36180.0,24.745,36.587,10.136,Low,Low,Low,Medium,1,1
57172.222,46.728,46.794,16.789,High,High,High,High,0,1
62740.0,46.9,47.275,15.759,High,High,High,High,1,1
37257.143,26.215,46.392,3.746,Low,Low,High,Low,1,1
49200.0,35.785,36.302,19.18,High,Medium,Low,High,1,1
41700.0,39.889,47.649,4.214,Medium,High,High,Low,1,0
53900.0,46.142,48.099,11.791,High,High,High,Medium,0,0
65475.0,46.775,42.085,16.233,High,High,Medium,High,1,1
27075.0,,,,Low,,,,0,1
40000.0,29.712,46.161,2.811,Low,Medium,High,Low,0,0
53900.0,42.395,47.994,5.722,High,High,High,Medium,0,1
28250.0,19.228,35.474,33.385,Low,Low,Low,High,0,0
57400.0,42.92,45.345,27.057,High,High,High,High,1,1
49093.333,46.105,51.735,15.509,High,High,High,High,0,1
62627.778,47.818,45.858,9.971,High,High,High,Medium,1,1
47983.333,28.824,31.125,67.062,Medium,Low,Low,High,1,1
33305.882,17.247,37.09,5.903,Low,Low,Low,Medium,1,1
53300.0,53.049,49.863,10.054,High,High,High,Medium,1,0
40700.0,22.57,39.588,18.967,Low,Low,Medium,High,1,1
40704.348,33.993,41.188,6.035,Low,Medium,Medium,Medium,0,0
32088.889,21.702,43.769,7.01,Low,Low,Medium,Medium,0,0
41500.0,33.147,41.238,11.893,Medium,Medium,Medium,Medium,0,1
53312.5,52.47,31.191,26.837,High,High,Low,High,1,0
55892.308,45.411,49.261,3.643,High,High,High,Low,1,0
41626.316,29.484,44.533,3.817,Medium,Medium,Medium,Low,0,0
36423.077,27.535,42.776,8.186,Low,Low,Medium,Medium,0,1
47658.333,36.802,53.486,1.271,Medium,Medium,High,Low,1,1
40283.333,26.605,31.762,52.508,Low,Low,Low,High,1,1
37491.667,28.769,47.851,6.239,Low,Low,High,Medium,1,1
51763.158,27.993,33.437,61.481,High,Low,Low,High,0,0
45407.143,33.977,35.241,33.949,Medium,Medium,Low,High,1,0
36000.0,22.18,40.61,4.832,Low,Low,Medium,Low,0,1
44000.0,36.237,41.142,3.334,Medium,Medium,Medium,Low,1,1
28700.0,21.626,38.29,9.967,Low,Low,Low,Medium,1,1
44000.0,41.341,51.876,2.347,Medium,High,High,Low,1,1
55200.0,40.359,42.067,26.59,High,High,Medium,High,1,1
60406.667,49.572,37.104,35.088,High,High,Low,High,1,0
45153.846,40.637,39.814,6.827,Medium,High,Medium,Medium,0,1
43283.333,36.535,48.378,3.749,Medium,Medium,High,Low,0,1
44500.0,32.361,40.114,8.889,Medium,Medium,Medium,Medium,1,1
50163.636,35.104,40.443,27.946,High,Medium,Medium,High,1,0
59900.0,58.96,40.359,9.752,High,High,Medium,Medium,0,1
50363.636,45.97,51.069,2.498,High,High,High,Low,0,1
49316.667,41.484,32.441,50.557,High,High,Low,High,1,0
39000.0,27.188,50.433,2.195,Low,Low,High,Low,1,1
46143.75,33.719,42.686,3.422,Medium,Medium,Medium,Low,1,0
42500.0,29.047,39.402,27.637,Medium,Low,Medium,High,1,0
48260.0,37.696,40.38,4.965,Medium,Medium,Medium,Low,0,1
54906.667,42.508,40.768,29.732,High,High,Medium,High,1,0
56962.5,29.492,34.849,68.561,High,Medium,Low,High,1,1
48184.615,43.087,47.326,3.049,Medium,High,High,Low,1,0
65475.0,46.775,42.085,16.233,High,High,Medium,High,1,0
34800.0,23.04,43.024,3.615,Low,Low,Medium,Low,1,0
45600.0,37.016,49.671,2.553,Medium,Medium,High,Low,0,0
37300.0,25.606,45.098,2.586,Low,Low,High,Low,0,1
38900.0,31.954,44.899,6.021,Low,Medium,High,Medium,1,1
36100.0,21.902,41.214,2.215,Low,Low,Medium,Low,0,1
47746.154,42.49,51.641,2.997,Medium,High,High,Low,1,1
46753.333,35.185,50.925,1.89,Medium,Medium,High,Low,0,1
47277.778,25.687,34.54,59.334,Medium,Low,Low,High,0,1
50823.529,36.595,38.968,23.947,High,Medium,Low,High,1,1
40340.0,33.672,50.785,3.475,Low,Medium,High,Low,1,1
32081.818,18.147,40.471,4.02,Low,Low,Medium,Low,1,0
56700.0,46.594,50.571,4.377,High,High,High,Low,1,0
34544.444,26.096,41.49,2.166,Low,Low,Medium,Low,1,1
46525.0,36.273,50.265,2.282,Medium,Medium,High,Low,1,0
40140.0,28.623,47.295,3.111,Low,Low,High,Low,1,1
44600.0,37.138,46.138,5.696,Medium,Medium,High,Medium,0,0
52800.0,54.132,49.846,11.158,High,High,High,Medium,0,0
47893.548,31.431,40.342,26.1,Medium,Medium,Medium,High,1,0
47360.87,29.79,45.904,4.743,Medium,Medium,High,Low,1,1
28737.5,19.446,48.807,3.618,Low,Low,High,Low,1,0
28000.0,25.542,41.054,3.316,Low,Low,Medium,Low,0,0
48200.0,45.339,46.5,3.459,Medium,High,High,Low,1,1
53560.0,38.729,48.076,15.005,High,Medium,High,Medium,0,0
41000.0,29.377,37.981,13.274,Medium,Low,Low,Medium,1,1
34653.846,20.905,41.431,4.678,Low,Low,Medium,Low,1,1
39160.0,,,,Low,,,,0,0
53921.053,38.364,41.147,14.522,High,Medium,Medium,Medium,0,1
45950.0,39.907,45.538,4.395,Medium,High,High,Low,1,1
35800.0,30.103,44.896,4.195,Low,Medium,High,Low,0,0
25200.0,19.543,41.858,2.087,Low,Low,Medium,Low,0,1
43100.0,35.933,49.982,1.676,Medium,Medium,High,Low,1,1
44590.476,36.562,41.885,4.424,Medium,Medium,Medium,Low,0,1
52550.0,38.981,46.911,5.06,High,Medium,High,Medium,0,0
56328.571,40.05,38.246,9.452,High,High,Low,Medium,0,0
53776.471,47.469,37.998,8.593,High,High,Low,Medium,1,0
31200.0,15.596,31.004,57.772,Low,Low,Low,High,1,0
35700.0,26.731,44.677,4.255,Low,Low,Medium,Low,0,0
59230.0,40.605,41.136,12.546,High,High,Medium,Medium,1,1
45854.545,44.961,46.269,35.166,Medium,High,High,High,0,0
62169.565,44.688,43.532,9.139,High,High,Medium,Medium,1,1
35600.0,26.182,45.029,2.2,Low,Low,High,Low,1,1
35800.0,30.103,44.896,4.195,Low,Medium,High,Low,1,1
49800.0,49.279,44.978,7.157,High,High,High,Medium,0,1
44000.0,36.237,41.142,3.334,Medium,Medium,Medium,Low,0,1
38558.824,24.088,42.124,3.68,Low,Low,Medium,Low,1,0
59500.0,37.792,36.284,63.109,High,Medium,Low,High,0,1
36372.222,28.833,41.187,2.807,Low,Low,Medium,Low,0,0
44900.0,35.835,40.149,8.817,Medium,Medium,Medium,Medium,1,1
45761.111,29.012,37.532,29.745,Medium,Low,Low,High,1,1
57000.0,42.9,36.595,18.777,High,High,Low,High,1,1
49841.667,44.187,40.02,19.831,High,High,Medium,High,1,1
44012.5,30.153,35.624,9.964,Medium,Medium,Low,Medium,0,0
39600.0,31.405,42.877,12.46,Low,Medium,Medium,Medium,0,1
41150.0,30.576,38.257,13.554,Medium,Medium,Low,Medium,1,1
49238.095,37.613,47.109,5.271,High,Medium,High,Medium,1,0
44507.692,36.671,41.153,9.785,Medium,Medium,Medium,Medium,1,0
42850.0,27.841,39.261,9.936,Medium,Low,Low,Medium,1,1
41700.0,32.307,51.226,2.031,Medium,Medium,High,Low,1,0
47900.0,27.937,37.884,29.894,Medium,Low,Low,High,1,1
52694.444,44.758,42.356,15.381,High,High,Medium,Medium,0,0
35100.0,19.034,28.493,79.659,Low,Low,Low,High,1,1
45147.059,24.689,32.706,58.888,Medium,Low,Low,High,0,1
33900.0,24.799,37.939,16.115,Low,Low,Low,High,1,1
43716.667,36.818,50.561,1.901,Medium,Medium,High,Low,0,0
53200.0,40.696,37.684,51.895,High,High,Low,High,0,1
42431.579,23.441,36.469,27.45,Medium,Low,Low,High,1,1
40357.143,31.81,46.369,1.726,Low,Medium,High,Low,0,1
43550.0,25.919,37.432,55.506,Medium,Low,Low,High,1,0
62900.0,50.399,41.216,23.04,High,High,Medium,High,1,1
30140.0,19.679,38.243,9.805,Low,Low,Low,Medium,1,1
41845.455,26.215,24.579,13.555,Medium,Low,Low,Medium,0,1
42916.667,38.087,48.184,2.477,Medium,Medium,High,Low,0,0
47072.727,36.858,38.561,29.332,Medium,Medium,Low,High,1,1
56000.0,48.486,47.408,4.335,High,High,High,Low,0,0
42300.0,33.546,46.9,2.614,Medium,Medium,High,Low,1,0
28300.0,15.757,39.757,11.755,Low,Low,Medium,Medium,1,0
41116.667,30.998,51.171,3.609,Medium,Medium,High,Low,1,0
40537.5,19.813,32.447,42.418,Low,Low,Low,High,1,0
41238.462,34.185,43.118,2.764,Medium,Medium,Medium,Low,1,0
48400.0,37.206,46.312,7.785,Medium,Medium,High,Medium,1,0
59900.0,52.609,49.702,20.977,High,High,High,High,0,1
43200.0,34.596,43.531,5.101,Medium,Medium,Medium,Medium,1,0
62000.0,45.46,46.917,10.472,High,High,High,Medium,1,1
67062.5,37.713,34.772,7.941,High,Medium,Low,Medium,0,0
68220.0,52.13,42.81,14.475,High,High,Medium,Medium,0,0
51020.0,38.676,49.666,4.045,High,Medium,High,Low,1,0
38042.857,25.004,39.528,15.336,Low,Low,Medium,Medium,0,0
50975.0,52.034,49.703,5.356,High,High,High,Medium,1,1
39570.0,35.245,44.528,3.588,Low,Medium,Medium,Low,1,1
39700.0,19.251,34.854,52.801,Low,Low,Low,High,0,0
53377.778,43.413,36.562,35.636,High,High,Low,High,1,1
39415.385,23.553,36.462,22.257,Low,Low,Low,High,0,0
40400.0,32.344,40.504,10.167,Low,Medium,Medium,Medium,1,0
51122.222,32.043,39.487,16.323,High,Medium,Medium,High,1,1
30900.0,12.35,34.395,29.548,Low,Low,Low,High,1,1
36758.333,27.478,39.098,5.003,Low,Low,Low,Low,1,0
48600.0,48.406,47.829,3.463,Medium,High,High,Low,0,0
39200.0,29.722,41.421,7.796,Low,Medium,Medium,Medium,1,0
54304.348,41.506,45.827,15.45,High,High,High,Medium,1,1
48366.667,47.891,49.728,3.614,Medium,High,High,Low,0,0
49522.222,,,,High,,,,1,1
37000.0,31.364,51.409,3.046,Low,Medium,High,Low,1,1
49866.667,34.225,38.237,7.058,High,Medium,Low,Medium,0,1
55577.778,33.182,40.75,57.18,High,Medium,Medium,High,0,0
30837.5,23.636,38.743,9.72,Low,Low,Low,Medium,0,0
39100.0,36.189,45.104,5.801,Low,Medium,High,Medium,0,0
34766.667,34.499,58.833,2.055,Low,Medium,High,Low,1,0
54544.444,44.315,32.917,48.897,High,High,Low,High,1,1
46300.0,30.539,36.71,64.525,Medium,Medium,Low,High,1,0
41612.5,26.922,44.156,4.222,Medium,Low,Medium,Low,1,0
38200.0,42.518,57.247,3.76,Low,High,High,Low,0,0
37113.333,27.251,39.596,7.92,Low,Low,Medium,Medium,0,1
44283.333,26.964,38.974,54.058,Medium,Low,Low,High,1,1
39457.143,33.565,45.534,2.358,Low,Medium,High,Low,1,1
51305.882,28.011,36.141,37.687,High,Low,Low,High,1,0
54800.0,33.852,37.701,21.559,High,Medium,Low,High,1,0
38200.0,42.518,57.247,3.76,Low,High,High,Low,1,0
46653.333,35.915,49.996,2.959,Medium,Medium,High,Low,1,0
39500.0,24.335,37.957,15.602,Low,Low,Low,High,0,0
43600.0,39.036,49.773,1.509,Medium,Medium,High,Low,1,1
42411.765,38.851,44.715,2.567,Medium,Medium,Medium,Low,1,1
62000.0,47.582,50.058,3.624,High,High,High,Low,0,1
35200.0,24.065,39.512,15.289,Low,Low,Medium,Medium,0,1
39000.0,29.153,44.468,2.049,Low,Low,Medium,Low,1,0
40188.889,37.766,40.0,18.431,Low,Medium,Medium,High,0,0
47214.286,49.245,48.172,4.454,Medium,High,High,Low,1,1
47060.606,38.221,42.18,9.69,Medium,Medium,Medium,Medium,1,0
40216.667,28.11,37.816,40.268,Low,Low,Low,High,1,0
47893.548,31.431,40.342,26.1,Medium,Medium,Medium,High,1,1
46753.333,35.185,50.925,1.89,Medium,Medium,High,Low,1,1
46961.538,23.637,35.737,63.358,Medium,Low,Low,High,0,0
46800.0,47.602,53.198,2.862,Medium,High,High,Low,0,0
62400.0,42.692,39.045,30.801,High,High,Low,High,1,1
34160.0,23.756,41.918,2.795,Low,Low,Medium,Low,0,0
54090.0,45.897,51.244,4.751,High,High,High,Low,0,0
50633.333,39.241,44.554,7.843,High,High,Medium,Medium,1,0
41520.0,31.115,43.377,3.942,Medium,Medium,Medium,Low,1,0
50400.0,40.251,46.496,4.422,High,High,High,Low,0,0
50627.778,30.371,36.221,51.493,High,Medium,Low,High,1,0
42300.0,35.197,34.772,36.119,Medium,Medium,Low,High,1,1
47469.231,,,,Medium,,,,1,0
31172.727,24.786,51.148,2.886,Low,Low,High,Low,0,1
68500.0,62.929,40.77,25.771,High,High,Medium,High,1,1
57366.667,49.101,47.132,7.464,High,High,High,Medium,0,0
35338.462,21.981,43.815,2.357,Low,Low,Medium,Low,1,0
50547.059,32.663,33.872,39.468,High,Medium,Low,High,1,1
52052.941,50.711,43.817,15.21,High,High,Medium,Medium,1,0
64750.0,44.625,43.634,36.313,High,High,Medium,High,0,1
51763.158,27.993,33.437,61.481,High,Low,Low,High,0,1
41500.0,33.147,41.238,11.893,Medium,Medium,Medium,Medium,1,0
37300.0,31.158,36.588,35.837,Low,Medium,Low,High,0,1
40700.0,22.57,39.588,18.967,Low,Low,Medium,High,1,1
52422.222,,,,High,,,,0,0
34500.0,22.396,37.6,15.88,Low,Low,Low,High,0,1
51706.25,42.822,48.865,5.238,High,High,High,Medium,1,1
37570.0,25.499,46.152,3.366,Low,Low,High,Low,1,1
72462.5,,,,High,,,,1,1
38200.0,32.767,49.689,4.048,Low,Medium,High,Low,1,1
37366.667,28.459,55.048,1.923,Low,Low,High,Low,0,0
51171.429,46.778,50.456,2.185,High,High,High,Low,1,1
44194.444,35.228,44.493,2.638,Medium,Medium,Medium,Low,0,0
45110.0,39.515,50.317,3.329,Medium,High,High,Low,0,0
43200.0,31.523,50.937,2.192,Medium,Medium,High,Low,1,1
45436.364,41.047,55.175,2.141,Medium,High,High,Low,0,0
38950.0,33.304,55.686,2.237,Low,Medium,High,Low,1,1
57060.0,46.497,36.023,42.585,High,High,Low,High,1,1
40552.941,31.895,44.675,7.213,Low,Medium,Medium,Medium,1,0
38171.429,46.69,48.192,4.196,Low,High,High,Low,0,0
30900.0,18.624,32.509,32.268,Low,Low,Low,High,1,1
39900.0,28.548,48.804,2.965,Low,Low,High,Low,1,1
43500.0,39.752,43.086,4.197,Medium,High,Medium,Low,1,1
39000.0,36.07,51.227,3.697,Low,Medium,High,Low,1,1
30684.615,13.849,36.485,4.28,Low,Low,Low,Low,1,0
36600.0,25.263,48.313,1.734,Low,Low,High,Low,0,0
44600.0,32.704,35.208,19.635,Medium,Medium,Low,High,0,0
36050.0,26.425,44.401,8.868,Low,Low,Medium,Medium,1,0
38700.0,26.793,39.892,5.486,Low,Low,Medium,Medium,0,0
43338.462,40.644,50.164,5.768,Medium,High,High,Medium,1,1
58809.091,42.092,44.259,11.652,High,High,Medium,Medium,1,0
33100.0,19.365,43.282,7.375,Low,Low,Medium,Medium,1,0
47892.857,,,,Medium,,,,1,0
42841.667,28.535,47.387,3.526,Medium,Low,High,Low,1,1
30233.333,19.159,49.186,1.682,Low,Low,High,Low,0,0
35337.5,21.812,37.734,26.178,Low,Low,Low,High,1,1
46300.0,36.754,52.217,2.18,Medium,Medium,High,Low,0,0
39590.0,25.451,37.138,13.467,Low,Low,Low,Medium,0,1
40500.0,34.815,37.465,26.879,Low,Medium,Low,High,0,0
44300.0,21.546,34.679,53.531,Medium,Low,Low,High,1,0
28887.5,15.224,35.165,7.829,Low,Low,Low,Medium,1,1
40900.0,21.279,37.388,20.15,Medium,Low,Low,High,1,0
43310.0,35.155,39.055,44.574,Medium,Medium,Low,High,0,1
58780.952,42.57,49.618,35.584,High,High,High,High,1,0
56366.667,44.943,41.678,10.668,High,High,Medium,Medium,1,1
40300.0,34.428,43.88,4.637,Low,Medium,Medium,Low,1,1
36300.0,20.618,39.578,5.29,Low,Low,Medium,Medium,1,1
57517.857,47.047,42.872,19.197,High,High,Medium,High,1,1
52900.0,39.032,51.622,5.821,High,Medium,High,Medium,1,1
50400.0,26.267,33.703,82.666,High,Low,Low,High,1,1
47857.895,38.74,38.465,6.463,Medium,Medium,Low,Medium,1,1
29600.0,18.054,39.185,2.365,Low,Low,Low,Low,1,1
43100.0,33.947,47.276,2.803,Medium,Medium,High,Low,1,1
34170.0,22.44,34.161,31.469,Low,Low,Low,High,0,0
44400.0,39.115,45.166,4.574,Medium,Medium,High,Low,1,1
51141.176,41.302,45.521,17.343,High,High,High,High,1,0
50800.0,51.804,44.61,10.551,High,High,Medium,Medium,1,0
44100.0,46.217,51.034,2.133,Medium,High,High,Low,1,1
47722.857,,,,Medium,,,,1,1
62627.778,47.818,45.858,9.971,High,High,High,Medium,0,0
26800.0,28.646,43.708,16.198,Low,Low,Medium,High,1,0
44100.0,27.786,35.48,32.336,Medium,Low,Low,High,0,0
44995.833,30.866,32.592,5.037,Medium,Medium,Low,Low,1,1
51775.0,39.906,47.642,10.674,High,High,High,Medium,1,0
51750.0,39.029,49.719,3.056,High,Medium,High,Low,1,0
40500.0,35.373,36.849,9.981,Low,Medium,Low,Medium,1,0
50700.0,43.223,47.983,3.078,High,High,High,Low,0,0
51316.667,38.289,45.182,13.383,High,Medium,High,Medium,1,0
37764.706,29.122,48.999,2.437,Low,Low,High,Low,0,0
44793.75,26.636,36.557,4.162,Medium,Low,Low,Low,1,0
50700.0,42.511,44.235,6.782,High,High,Medium,Medium,1,1
37855.556,17.907,37.931,6.979,Low,Low,Low,Medium,1,0
47900.0,38.156,41.137,44.294,Medium,Medium,Medium,High,1,1
36600.0,22.574,43.677,2.592,Low,Low,Medium,Low,1,0
32500.0,22.614,40.75,5.088,Low,Low,Medium,Medium,0,1
36960.0,24.314,37.652,9.471,Low,Low,Low,Medium,1,0
52900.0,54.547,49.989,6.277,High,High,High,Medium,1,0
31300.0,19.487,35.112,9.148,Low,Low,Low,Medium,0,0
45468.966,26.112,36.127,34.525,Medium,Low,Low,High,0,0
38357.143,27.882,39.074,12.653,Low,Low,Low,Medium,1,0
45323.529,34.226,48.338,5.546,Medium,Medium,High,Medium,1,1
44487.5,42.275,52.776,3.231,Medium,High,High,Low,1,0
39083.333,27.14,42.128,4.764,Low,Low,Medium,Low,1,0
46116.667,40.244,48.534,16.054,Medium,High,High,High,1,1
45133.333,30.904,38.951,4.272,Medium,Medium,Low,Low,0,0
65909.524,44.903,39.588,35.667,High,High,Medium,High,1,1
50975.0,52.034,49.703,5.356,High,High,High,Medium,1,1
43900.0,19.305,35.088,70.593,Medium,Low,Low,High,0,1
53837.838,34.499,40.926,31.952,High,Medium,Medium,High,1,1
42264.706,30.461,41.376,4.485,Medium,Medium,Medium,Low,1,0
49257.143,36.591,42.161,3.599,High,Medium,Medium,Low,0,0
32600.0,21.281,44.603,2.298,Low,Low,Medium,Low,0,1
55700.0,40.776,41.146,8.056,High,High,Medium,Medium,1,0
52860.0,44.236,46.562,10.774,High,High,High,Medium,0,1
52650.0,38.182,44.258,5.812,High,Medium,Medium,Medium,1,1
41988.889,41.804,42.856,5.068,Medium,High,Medium,Medium,0,1
55775.0,38.602,43.836,37.018,High,Medium,Medium,High,0,0
54613.333,50.175,37.817,13.856,High,High,Low,Medium,0,1
52810.0,22.166,35.36,66.416,High,Low,Low,High,1,0
29600.0,14.747,36.0,13.713,Low,Low,Low,Medium,1,1
34962.5,20.269,40.164,1.478,Low,Low,Medium,Low,1,1
53321.739,41.151,40.356,7.6,High,High,Medium,Medium,1,0
63033.333,51.923,46.548,5.384,High,High,High,Medium,1,0
36347.826,23.916,40.651,9.68,Low,Low,Medium,Medium,1,1
45190.0,43.679,49.015,5.755,Medium,High,High,Medium,1,0
56565.0,50.129,38.756,22.177,High,High,Low,High,1,1
39860.0,32.63,51.501,2.336,Low,Medium,High,Low,1,0
37490.909,24.003,50.549,1.703,Low,Low,High,Low,0,1
39000.0,34.938,50.421,3.794,Low,Medium,High,Low,1,0
64800.0,51.847,41.696,13.607,High,High,Medium,Medium,0,0
39280.0,31.098,43.856,5.628,Low,Medium,Medium,Medium,1,1
47755.556,35.503,40.053,2.878,Medium,Medium,Medium,Low,0,1
51300.0,43.194,32.588,39.316,High,High,Low,High,1,0
34770.0,29.278,51.649,1.416,Low,Low,High,Low,1,1
39000.0,29.046,46.143,5.645,Low,Low,High,Medium,0,1
57725.0,43.123,45.81,6.26,High,High,High,Medium,1,0
37157.143,30.968,46.207,2.506,Low,Medium,High,Low,0,0
40066.667,40.032,46.275,2.61,Low,High,High,Low,1,1
52344.828,38.679,40.596,7.798,High,Medium,Medium,Medium,1,0
47200.0,25.728,36.761,69.748,Medium,Low,Low,High,1,0
35764.706,,,,Low,,,,1,1
47200.0,45.532,43.872,7.448,Medium,High,Medium,Medium,0,0
35400.0,19.765,37.661,24.138,Low,Low,Low,High,1,1
41158.824,33.246,49.007,8.243,Medium,Medium,High,Medium,0,0
71270.0,58.744,40.253,24.058,High,High,Medium,High,1,0
60200.0,42.174,39.573,36.629,High,High,Medium,High,0,0
26300.0,17.32,33.289,12.26,Low,Low,Low,Medium,0,0
51569.231,38.991,39.486,15.397,High,Medium,Medium,Medium,0,1
67376.471,53.198,42.774,48.473,High,High,Medium,High,1,0
42300.0,43.617,49.009,4.218,Medium,High,High,Low,0,0
56328.571,40.05,38.246,9.452,High,High,Low,Medium,1,1
37500.0,31.444,53.304,1.329,Low,Medium,High,Low,1,1
56735.0,32.793,35.761,43.838,High,Medium,Low,High,1,1
43900.0,37.494,37.505,6.603,Medium,Medium,Low,Medium,0,0
45938.462,43.344,38.219,12.068,Medium,High,Low,Medium,1,1
41100.0,32.628,53.168,2.098,Medium,Medium,High,Low,1,1
40200.0,34.029,53.548,1.548,Low,Medium,High,Low,1,0
64883.333,44.99,44.03,15.343,High,High,Medium,Medium,1,0
49000.0,27.879,36.327,50.212,High,Low,Low,High,0,0
29900.0,18.343,39.26,2.501,Low,Low,Low,Low,1,1
50300.0,44.578,43.402,9.55,High,High,Medium,Medium,1,1
41541.667,28.802,41.912,8.42,Medium,Low,Medium,Medium,1,1
56718.75,41.513,42.732,4.316,High,High,Medium,Low,0,0
36100.0,26.122,43.621,6.497,Low,Low,Medium,Medium,0,1
53400.0,46.681,47.422,16.898,High,High,High,High,1,1
40100.0,29.439,46.325,2.889,Low,Medium,High,Low,1,1
51733.333,39.759,33.359,49.683,High,High,Low,High,0,1
56400.0,38.922,40.149,16.598,High,Medium,Medium,High,0,0
51507.143,38.045,40.225,11.429,High,Medium,Medium,Medium,1,0
47200.0,41.061,40.0,8.256,Medium,High,Medium,Medium,0,0
56700.0,40.552,37.319,38.389,High,High,Low,High,1,1
39088.889,32.032,47.06,3.769,Low,Medium,High,Low,0,0
58026.316,50.358,38.74,14.508,High,High,Low,Medium,1,1
31900.0,26.008,49.035,3.513,Low,Low,High,Low,0,0
35200.0,26.255,43.855,21.373,Low,Low,Medium,High,0,0
31700.0,15.753,32.529,43.239,Low,Low,Low,High,1,1
68800.0,52.328,39.838,16.472,High,High,Medium,High,1,0
52156.25,50.092,46.656,4.644,High,High,High,Low,0,0
41600.0,32.447,48.603,6.327,Medium,Medium,High,Medium,1,1
45781.818,23.728,23.827,27.804,Medium,Low,Low,High,1,1
44200.0,39.317,51.161,2.021,Medium,High,High,Low,1,1
54900.0,34.097,36.18,31.484,High,Medium,Low,High,1,0
39211.538,19.217,32.661,28.608,Low,Low,Low,High,1,0
53900.0,47.715,40.575,13.407,High,High,Medium,Medium,1,0
53019.048,42.258,39.467,13.659,High,High,Medium,Medium,1,0
43823.81,32.581,45.778,4.523,Medium,Medium,High,Low,1,0
52900.0,25.071,38.592,66.492,High,Low,Low,High,1,0
36317.647,23.968,40.4,6.96,Low,Low,Medium,Medium,1,1
46200.0,35.72,51.916,3.183,Medium,Medium,High,Low,0,0
42000.0,33.52,46.808,3.167,Medium,Medium,High,Low,1,0
51026.316,,,,High,,,,1,0
50300.0,33.364,35.523,59.805,High,Medium,Low,High,1,1
39400.0,25.565,46.25,3.628,Low,Low,High,Low,1,0
39800.0,18.087,36.012,25.634,Low,Low,Low,High,0,1
32800.0,18.164,34.489,22.902,Low,Low,Low,High,1,0
34458.824,25.645,44.725,1.363,Low,Low,Medium,Low,1,0
52825.0,,,,High,,,,1,0
