income_msoa,pct_manag_prof,median_age,pct_minority,income_msoa_tercile,pct_manag_prof_tercile,median_age_tercile,pct_minority_tercile,stable_lockdown,stable_covid
41815.385,28.916,35.079,18.383,Medium,Low,Low,High,1,1
59600.0,49.668,50.072,2.533,High,High,High,Low,1,0
68371.429,59.538,36.469,28.213,High,High,Low,High,1,0
46364.706,,,,Medium,,,,0,1
51680.952,46.024,37.26,11.539,High,High,Low,Medium,1,0
45100.0,35.278,42.746,8.179,Medium,Medium,Medium,Medium,1,1
58087.5,41.526,43.054,12.566,High,High,Medium,Medium,0,0
41742.857,37.23,42.668,6.475,Medium,Medium,Medium,Medium,0,0
47775.0,28.727,40.385,4.351,Medium,Low,Medium,Low,1,1
47241.176,31.091,39.772,26.697,Medium,Medium,Medium,High,0,0
42411.765,38.851,44.715,2.567,Medium,Medium,Medium,Low,1,1
64200.0,50.107,41.248,45.599,High,High,Medium,High,1,1
46134.783,36.254,37.701,14.986,Medium,Medium,Low,Medium,1,1
54441.667,,,,High,,,,0,0
45600.0,38.658,43.969,3.279,Medium,Medium,Medium,Low,0,1
40146.154,29.515,43.05,10.651,Low,Medium,Medium,Medium,1,1
30000.0,9.242,27.608,90.177,Low,Low,Low,High,1,0
61513.636,44.531,37.377,34.986,High,High,Low,High,0,1
41400.0,26.043,38.458,8.137,Medium,Low,Low,Medium,1,0
62127.273,50.774,46.472,14.016,High,High,High,Medium,1,0
58100.0,38.914,38.056,32.694,High,Medium,Low,High,0,1
51068.0,30.382,33.645,45.667,High,Medium,Low,High,1,0
40025.0,34.795,45.366,2.148,Low,Medium,High,Low,0,0
29600.0,20.439,39.155,3.332,Low,Low,Low,Low,1,0
42300.0,38.522,45.383,2.871,Medium,Medium,High,Low,0,0
52128.571,40.444,44.744,11.668,High,High,Medium,Medium,1,0
47000.0,45.068,47.786,2.96,Medium,High,High,Low,0,1
34216.667,20.516,27.414,13.906,Low,Low,Low,Medium,1,0
45000.0,32.805,51.528,5.194,Medium,Medium,High,Medium,0,0
41625.0,33.01,48.411,4.101,Medium,Medium,High,Low,1,1
47893.548,31.431,40.342,26.1,Medium,Medium,Medium,High,1,0
47083.333,42.045,43.879,33.405,Medium,High,Medium,High,0,0
49200.0,41.076,44.579,4.367,High,High,Medium,Low,0,1
35685.714,19.485,34.102,24.386,Low,Low,Low,High,1,1
36400.0,23.639,38.452,31.216,Low,Low,Low,High,1,1
41670.588,31.72,37.86,15.807,Medium,Medium,Low,High,0,1
29200.0,17.56,37.598,2.716,Low,Low,Low,Low,1,0
38290.0,29.004,46.88,8.315,Low,Low,High,Medium,1,0
71762.5,55.109,43.657,25.696,High,High,Medium,High,0,1
30100.0,24.231,53.241,1.956,Low,Low,High,Low,1,0
31900.0,23.679,41.994,3.605,Low,Low,Medium,Low,1,1
52016.667,40.815,47.095,5.067,High,High,High,Medium,0,1
52145.455,19.078,34.963,72.009,High,Low,Low,High,1,0
49712.5,27.023,35.517,59.629,High,Low,Low,High,1,0
47342.857,45.79,49.275,3.935,Medium,High,High,Low,1,0
41000.0,31.204,38.235,11.122,Medium,Medium,Low,Medium,0,0
43505.0,26.585,35.237,28.918,Medium,Low,Low,High,1,0
38400.0,29.721,46.973,3.108,Low,Medium,High,Low,1,0
43200.0,41.093,53.739,4.316,Medium,High,High,Low,1,1
49200.0,37.627,46.352,4.497,High,Medium,High,Low,0,0
36900.0,30.26,55.075,2.408,Low,Medium,High,Low,0,0
48021.429,34.454,46.646,16.892,Medium,Medium,High,High,1,0
53500.0,45.046,50.513,3.828,High,High,High,Low,0,0
43310.0,40.306,43.689,6.426,Medium,High,Medium,Medium,0,0
51000.0,39.809,32.903,51.19,High,High,Low,High,0,0
52800.0,39.871,42.635,17.925,High,High,Medium,High,1,1
55464.286,40.127,41.858,19.008,High,High,Medium,High,1,0
58800.0,50.015,33.912,40.902,High,High,Low,High,1,0
42000.0,28.736,40.368,7.347,Medium,Low,Medium,Medium,0,0
42136.364,34.553,43.514,5.547,Medium,Medium,Medium,Medium,0,0
46437.5,30.351,29.309,29.915,Medium,Medium,Low,High,0,0
66183.721,48.084,41.709,8.523,High,High,Medium,Medium,0,0
32100.0,14.578,34.601,3.853,Low,Low,Low,Low,1,1
38027.273,22.624,38.893,5.122,Low,Low,Low,Medium,0,0
43823.81,32.581,45.778,4.523,Medium,Medium,High,Low,1,1
49031.579,40.197,37.555,6.909,High,High,Low,Medium,1,0
42700.0,38.613,45.507,8.642,Medium,Medium,High,Medium,0,0
43215.385,31.12,35.082,12.968,Medium,Medium,Low,Medium,0,0
42875.0,23.7,26.88,26.051,Medium,Low,Low,High,1,0
39641.667,30.869,49.234,2.32,Low,Medium,High,Low,1,1
45200.0,42.976,51.739,2.32,Medium,High,High,Low,1,1
43000.0,34.296,44.162,3.598,Medium,Medium,Medium,Low,0,0
48722.222,42.069,41.099,10.46,Medium,High,Medium,Medium,1,0
51442.105,22.867,35.34,77.536,High,Low,Low,High,0,0
50644.444,35.776,45.364,14.331,High,Medium,High,Medium,0,0
42083.333,40.257,50.714,3.538,Medium,High,High,Low,1,0
54213.043,45.718,45.174,10.739,High,High,High,Medium,1,1
40836.364,34.889,49.418,2.966,Medium,Medium,High,Low,1,1
39000.0,23.595,39.854,14.483,Low,Low,Medium,Medium,0,0
54700.0,43.709,43.533,14.342,High,High,Medium,Medium,0,1
51096.552,34.821,42.077,6.492,High,Medium,Medium,Medium,0,1
50600.0,23.487,36.594,54.672,High,Low,Low,High,0,0
35500.0,28.015,57.292,1.596,Low,Low,High,Low,1,1
32600.0,18.899,34.544,43.252,Low,Low,Low,High,0,0
43200.0,36.702,42.211,4.497,Medium,Medium,Medium,Low,1,1
60200.0,42.174,39.573,36.629,High,High,Medium,High,1,1
36900.0,27.975,42.727,13.279,Low,Low,Medium,Medium,0,0
44600.0,32.165,39.408,27.929,Medium,Medium,Medium,High,1,1
42900.0,21.153,34.089,19.299,Medium,Low,Low,High,1,1
42533.333,35.374,44.093,7.048,Medium,Medium,Medium,Medium,1,1
41892.308,37.551,47.249,2.485,Medium,Medium,High,Low,1,1
40722.222,26.818,37.211,23.887,Low,Low,Low,High,1,1
44200.0,36.682,51.939,1.578,Medium,Medium,High,Low,1,1
38228.571,28.815,53.044,3.455,Low,Low,High,Low,0,1
53921.053,38.364,41.147,14.522,High,Medium,Medium,Medium,1,1
43000.0,36.115,38.662,9.815,Medium,Medium,Low,Medium,1,1
49188.889,34.307,41.637,5.476,High,Medium,Medium,Medium,1,1
49760.0,39.94,47.905,5.331,High,High,High,Medium,0,0
41500.0,28.964,50.581,2.051,Medium,Low,High,Low,0,0
43711.111,,,,Medium,,,,0,1
39083.333,28.875,42.224,2.222,Low,Low,Medium,Low,1,0
41464.286,30.234,34.844,69.557,Medium,Medium,Low,High,1,0
51700.0,31.261,36.797,9.389,High,Medium,Low,Medium,1,1
36400.0,23.639,38.452,31.216,Low,Low,Low,High,1,0
40000.0,32.753,41.456,19.34,Low,Medium,Medium,High,1,1
34675.0,14.388,37.065,4.574,Low,Low,Low,Low,1,0
33973.333,23.676,39.924,2.113,Low,Low,Medium,Low,0,0
39300.0,25.703,39.475,11.389,Low,Low,Medium,Medium,1,1
39500.0,33.053,41.522,5.48,Low,Medium,Medium,Medium,1,1
50400.0,42.634,43.826,10.631,High,High,Medium,Medium,1,1
44700.0,34.46,38.885,10.783,Medium,Medium,Low,Medium,0,0
46150.0,40.632,44.419,7.767,Medium,High,Medium,Medium,1,1
49837.5,39.331,42.218,5.885,High,High,Medium,Medium,1,0
39200.0,33.728,53.279,5.563,Low,Medium,High,Medium,1,1
63433.333,51.801,43.239,28.458,High,High,Medium,High,1,0
57988.889,35.946,41.779,11.595,High,Medium,Medium,Medium,1,1
43900.0,29.313,47.547,2.519,Medium,Low,High,Low,1,1
42733.333,35.303,51.913,2.171,Medium,Medium,High,Low,1,0
44283.333,26.964,38.974,54.058,Medium,Low,Low,High,1,0
50644.444,35.776,45.364,14.331,High,Medium,High,Medium,1,0
42660.0,33.923,41.773,5.828,Medium,Medium,Medium,Medium,1,0
34400.0,26.932,41.81,6.119,Low,Low,Medium,Medium,1,0
50942.857,45.615,47.354,4.674,High,High,High,Low,1,1
35600.0,28.457,46.578,2.103,Low,Low,High,Low,0,0
34170.0,22.44,34.161,31.469,Low,Low,Low,High,1,0
37600.0,25.554,43.156,3.326,Low,Low,Medium,Low,0,1
56669.565,43.64,45.06,5.427,High,High,High,Medium,1,1
55668.0,42.949,37.401,44.311,High,High,Low,High,1,1
32400.0,23.732,48.507,1.85,Low,Low,High,Low,1,0
53400.0,45.671,37.849,41.033,High,High,Low,High,0,1
54380.0,45.608,37.223,36.558,High,High,Low,High,0,0
38400.0,32.023,46.891,3.587,Low,Medium,High,Low,0,1
30200.0,22.914,41.592,6.179,Low,Low,Medium,Medium,1,0
38600.0,37.744,58.432,1.435,Low,Medium,High,Low,1,0
51100.0,47.368,48.885,4.009,High,High,High,Low,1,0
51452.941,20.293,34.484,85.353,High,Low,Low,High,0,0
48217.647,26.564,36.231,51.761,Medium,Low,Low,High,1,0
34500.0,21.447,35.34,31.256,Low,Low,Low,High,1,1
50752.381,48.381,42.039,14.57,High,High,Medium,Medium,1,1
73031.579,47.83,39.538,31.298,High,High,Medium,High,0,1
38940.0,30.687,51.227,2.275,Low,Medium,High,Low,1,1
44630.769,38.354,51.703,3.283,Medium,Medium,High,Low,1,1
50200.0,47.597,45.394,28.217,High,High,High,High,0,0
26600.0,20.966,39.296,4.209,Low,Low,Low,Low,1,1
31700.0,18.209,37.962,39.429,Low,Low,Low,High,0,1
36500.0,28.771,37.575,17.116,Low,Low,Low,High,0,0
38505.263,23.823,39.932,3.049,Low,Low,Medium,Low,1,0
42816.667,28.229,32.858,60.923,Medium,Low,Low,High,0,1
38485.714,41.03,35.003,24.765,Low,High,Low,High,0,0
43391.667,25.046,34.881,41.701,Medium,Low,Low,High,0,0
42800.0,21.367,35.152,64.014,Medium,Low,Low,High,1,1
42500.0,31.725,49.769,1.54,Medium,Medium,High,Low,1,1
45216.667,37.099,45.53,1.747,Medium,Medium,High,Low,1,0
56200.0,,,,High,,,,1,1
29200.0,17.56,37.598,2.716,Low,Low,Low,Low,0,0
35800.0,27.971,37.065,23.542,Low,Low,Low,High,1,1
34950.0,21.225,36.548,16.524,Low,Low,Low,High,1,1
40500.0,36.618,42.86,6.638,Low,Medium,Medium,Medium,1,0
47272.0,41.085,41.104,5.076,Medium,High,Medium,Medium,1,0
44778.261,36.703,47.668,2.605,Medium,Medium,High,Low,1,0
43976.0,31.966,39.988,12.76,Medium,Medium,Medium,Medium,1,0
54946.154,48.16,41.156,7.731,High,High,Medium,Medium,0,0
39000.0,36.699,39.08,16.442,Low,Medium,Low,High,1,0
54626.087,42.761,49.067,4.663,High,High,High,Low,1,1
52325.0,35.37,39.771,16.395,High,Medium,Medium,High,1,1
42468.421,36.569,39.762,6.601,Medium,Medium,Medium,Medium,1,0
41111.111,29.53,48.062,5.885,Medium,Medium,High,Medium,1,1
61126.316,41.252,41.357,6.446,High,High,Medium,Medium,1,1
37494.737,24.877,37.489,18.499,Low,Low,Low,High,1,0
48792.857,45.154,46.339,3.541,Medium,High,High,Low,1,1
36000.0,27.299,47.45,4.948,Low,Low,High,Low,1,0
34800.0,20.2,36.705,3.25,Low,Low,Low,Low,0,0
37600.0,30.7,45.504,3.681,Low,Medium,High,Low,0,1
41100.0,35.97,41.093,12.807,Medium,Medium,Medium,Medium,1,0
43388.889,37.756,43.136,11.536,Medium,Medium,Medium,Medium,0,1
53400.0,36.036,42.609,5.762,High,Medium,Medium,Medium,0,0
39570.0,35.245,44.528,3.588,Low,Medium,Medium,Low,1,0
63530.0,42.652,38.807,68.181,High,High,Low,High,1,1
46911.111,39.865,39.501,14.37,Medium,High,Medium,Medium,1,1
35685.714,19.485,34.102,24.386,Low,Low,Low,High,0,0
35000.0,23.299,48.989,2.857,Low,Low,High,Low,0,1
44862.5,41.531,50.434,8.387,Medium,High,High,Medium,0,0
46443.478,27.554,34.712,35.458,Medium,Low,Low,High,0,0
42343.75,37.193,38.248,12.397,Medium,Medium,Low,Medium,1,1
50600.0,31.171,36.774,52.336,High,Medium,Low,High,1,0
39655.556,26.368,47.913,1.605,Low,Low,High,Low,0,1
36383.333,22.546,35.322,20.346,Low,Low,Low,High,1,1
52650.0,51.881,34.485,39.491,High,High,Low,High,1,0
48325.0,34.845,42.763,6.685,Medium,Medium,Medium,Medium,0,0
58100.0,38.914,38.056,32.694,High,Medium,Low,High,0,1
48444.444,42.384,46.503,3.47,Medium,High,High,Low,1,0
30814.286,16.784,33.782,38.562,Low,Low,Low,High,0,1
26600.0,28.23,40.537,2.649,Low,Low,Medium,Low,1,0
35933.333,30.481,52.483,1.588,Low,Medium,High,Low,0,0
44700.0,39.496,50.923,3.162,Medium,High,High,Low,0,1
32600.0,24.945,46.536,3.586,Low,Low,High,Low,1,1
41326.923,31.64,46.171,3.199,Medium,Medium,High,Low,0,0
44131.25,38.239,48.311,4.671,Medium,Medium,High,Low,1,0
43800.0,31.417,50.795,2.108,Medium,Medium,High,Low,1,1
44486.667,38.235,45.472,4.318,Medium,Medium,High,Low,1,0
46462.5,38.357,47.258,3.178,Medium,Medium,High,Low,0,0
56475.0,37.757,42.78,4.712,High,Medium,Medium,Low,0,0
53184.211,36.44,39.259,21.927,High,Medium,Low,High,0,0
56400.0,37.597,42.399,10.852,High,Medium,Medium,Medium,1,0
45894.737,44.709,43.345,8.949,Medium,High,Medium,Medium,1,0
43700.0,27.502,37.708,37.142,Medium,Low,Low,High,0,1
40962.5,38.111,44.088,11.223,Medium,Medium,Medium,Medium,0,0
32400.0,,,,Low,,,,1,1
42663.636,30.96,45.073,9.569,Medium,Medium,High,Medium,1,0
52900.0,56.834,47.999,10.896,High,High,High,Medium,0,0
50942.857,45.615,47.354,4.674,High,High,High,Low,0,0
32500.0,24.882,53.459,2.705,Low,Low,High,Low,0,0
58400.0,45.846,41.374,18.137,High,High,Medium,High,0,0
56970.588,49.345,38.985,13.162,High,High,Low,Medium,1,0
42533.333,35.374,44.093,7.048,Medium,Medium,Medium,Medium,0,0
39309.091,31.845,44.387,3.811,Low,Medium,Medium,Low,0,0
44300.0,31.232,48.421,3.095,Medium,Medium,High,Low,0,0
59195.0,46.848,45.557,17.302,High,High,High,High,1,1
39641.667,30.869,49.234,2.32,Low,Medium,High,Low,1,0
41300.0,44.371,43.676,5.707,Medium,High,Medium,Medium,0,0
40511.111,28.773,46.303,4.287,Low,Low,High,Low,0,0
46143.75,33.719,42.686,3.422,Medium,Medium,Medium,Low,1,0
40205.0,30.057,40.501,3.374,Low,Medium,Medium,Low,0,1
55412.5,40.566,36.881,42.739,High,High,Low,High,0,0
37800.0,26.224,45.877,6.636,Low,Low,High,Medium,1,0
44660.87,32.349,44.876,4.294,Medium,Medium,High,Low,1,1
63300.0,49.14,38.768,22.406,High,High,Low,High,0,0
51105.556,37.103,40.116,24.765,High,Medium,Medium,High,1,0
55052.941,40.508,46.455,4.357,High,High,High,Low,1,0
34405.882,24.171,43.122,1.469,Low,Low,Medium,Low,1,0
36317.647,23.968,40.4,6.96,Low,Low,Medium,Medium,1,1
43183.333,36.202,56.333,3.897,Medium,Medium,High,Low,1,1
44457.143,41.804,45.217,8.953,Medium,High,High,Medium,0,0
55000.0,32.674,41.737,33.647,High,Medium,Medium,High,0,0
31000.0,21.907,39.069,8.354,Low,Low,Low,Medium,1,1
32100.0,19.72,40.71,6.82,Low,Low,Medium,Medium,0,1
58100.0,51.719,36.312,30.468,High,High,Low,High,0,0
59262.5,52.096,45.632,18.392,High,High,High,High,0,0
52914.286,49.956,41.669,22.19,High,High,Medium,High,1,1
43300.0,36.453,52.573,1.751,Medium,Medium,High,Low,0,0
40600.0,34.979,38.584,3.636,Low,Medium,Low,Low,1,0
53200.0,39.589,42.801,4.52,High,High,Medium,Low,1,0
42850.0,27.841,39.261,9.936,Medium,Low,Low,Medium,0,0
53845.455,39.288,41.912,22.54,High,High,Medium,High,0,1
43200.0,33.73,48.972,1.962,Medium,Medium,High,Low,1,1
44275.0,33.697,41.804,5.262,Medium,Medium,Medium,Medium,1,0
69500.0,54.947,46.413,11.175,High,High,High,Medium,0,0
50800.0,51.804,44.61,10.551,High,High,Medium,Medium,0,1
38871.429,31.789,35.336,10.08,Low,Medium,Low,Medium,0,1
34800.0,26.825,34.566,23.606,Low,Low,Low,High,1,1
31000.0,17.89,34.5,50.657,Low,Low,Low,High,1,1
56646.667,47.317,42.948,25.352,High,High,Medium,High,1,1
26200.0,10.624,33.181,5.027,Low,Low,Low,Low,0,0
49906.667,37.887,37.222,36.061,High,Medium,Low,High,0,0
34300.0,29.067,46.318,1.386,Low,Low,High,Low,0,0
47700.0,43.147,44.849,4.215,Medium,High,High,Low,0,0
39488.889,28.958,51.327,2.433,Low,Low,High,Low,0,0
36400.0,19.794,33.843,24.029,Low,Low,Low,High,0,0
48792.857,45.154,46.339,3.541,Medium,High,High,Low,0,0
30300.0,17.249,38.444,3.931,Low,Low,Low,Low,1,1
45100.0,38.301,47.148,3.691,Medium,Medium,High,Low,1,1
39400.0,36.743,44.586,5.559,Low,Medium,Medium,Medium,1,0
44000.0,39.597,48.05,4.223,Medium,High,High,Low,0,1
72712.0,51.879,40.22,10.955,High,High,Medium,Medium,1,1
44500.0,35.132,42.403,7.817,Medium,Medium,Medium,Medium,1,1
42600.0,33.704,41.256,14.5,Medium,Medium,Medium,Medium,0,1
42000.0,48.474,48.056,5.722,Medium,High,High,Medium,0,1
45641.176,35.837,50.206,2.405,Medium,Medium,High,Low,1,0
49795.0,,,,High,,,,1,1
47600.0,41.932,48.849,2.567,Medium,High,High,Low,0,1
29000.0,16.554,35.434,6.519,Low,Low,Low,Medium,1,1
37260.0,27.122,39.731,42.66,Low,Low,Medium,High,0,1
45300.0,39.464,50.268,1.825,Medium,High,High,Low,0,1
54478.571,44.461,37.25,45.164,High,High,Low,High,1,0
35200.0,25.785,45.757,4.193,Low,Low,High,Low,1,0
50200.0,,,,High,,,,0,1
40113.333,35.348,44.687,5.63,Low,Medium,Medium,Medium,0,1
31800.0,23.365,39.637,11.675,Low,Low,Medium,Medium,1,0
38100.0,28.244,41.351,10.464,Low,Low,Medium,Medium,1,1
48488.889,27.911,33.891,58.907,Medium,Low,Low,High,1,0
50692.0,40.394,39.528,16.603,High,High,Medium,High,0,1
42800.0,37.301,48.022,2.326,Medium,Medium,High,Low,1,1
42205.0,22.278,32.924,47.863,Medium,Low,Low,High,1,0
41533.333,32.841,37.753,12.305,Medium,Medium,Low,Medium,0,0
68758.621,51.069,44.467,21.354,High,High,Medium,High,1,1
49330.769,33.381,42.527,3.803,High,Medium,Medium,Low,0,0
39100.0,36.189,45.104,5.801,Low,Medium,High,Medium,1,0
44800.0,40.761,46.322,3.149,Medium,High,High,Low,0,1
45100.0,27.102,33.638,47.016,Medium,Low,Low,High,0,0
50004.0,36.168,45.243,4.508,High,Medium,High,Low,1,1
37077.778,27.487,37.743,9.626,Low,Low,Low,Medium,0,0
43457.143,32.41,29.083,14.393,Medium,Medium,Low,Medium,1,0
39672.727,20.766,34.257,42.737,Low,Low,Low,High,0,0
45404.762,31.724,40.087,5.241,Medium,Medium,Medium,Medium,1,0
63200.0,53.713,37.674,27.235,High,High,Low,High,1,0
42533.333,35.374,44.093,7.048,Medium,Medium,Medium,Medium,1,0
34800.0,19.014,34.94,41.863,Low,Low,Low,High,0,0
48100.0,31.795,35.418,56.395,Medium,Medium,Low,High,0,0
39900.0,18.378,33.207,77.452,Low,Low,Low,High,0,1
39944.444,33.389,46.211,6.05,Low,Medium,High,Medium,1,0
65300.0,50.355,44.317,17.08,High,High,Medium,High,1,1
47200.0,41.061,40.0,8.256,Medium,High,Medium,Medium,1,0
45300.0,38.41,54.531,1.84,Medium,Medium,High,Low,1,0
44486.667,38.235,45.472,4.318,Medium,Medium,High,Low,1,1
50004.0,36.168,45.243,4.508,High,Medium,High,Low,1,0
45900.0,35.122,48.505,3.574,Medium,Medium,High,Low,1,1
29000.0,16.554,35.434,6.519,Low,Low,Low,Medium,0,1
53300.0,48.163,34.787,42.78,High,High,Low,High,1,1
40364.706,30.027,43.654,2.948,Low,Medium,Medium,Low,1,0
38660.0,35.036,35.695,5.328,Low,Medium,Low,Medium,0,0
68220.0,52.13,42.81,14.475,High,High,Medium,Medium,0,0
38500.0,23.281,37.186,52.833,Low,Low,Low,High,1,0
47000.0,31.059,34.546,17.836,Medium,Medium,Low,High,0,0
57000.0,45.096,47.591,6.033,High,High,High,Medium,1,0
42733.333,34.746,48.346,4.195,Medium,Medium,High,Low,1,1
49500.0,49.584,47.745,9.222,High,High,High,Medium,1,0
55050.0,28.391,28.149,48.044,High,Low,Low,High,1,0
39825.0,26.721,31.41,12.116,Low,Low,Low,Medium,1,0
47626.316,29.113,38.41,67.261,Medium,Low,Low,High,0,0
34400.0,19.413,36.115,48.99,Low,Low,Low,High,0,0
74290.323,56.451,43.477,10.354,High,High,Medium,Medium,1,0
73200.0,55.833,43.595,33.41,High,High,Medium,High,0,0
52135.714,41.777,46.696,5.423,High,High,High,Medium,0,0
41326.923,31.64,46.171,3.199,Medium,Medium,High,Low,0,0
42700.0,31.473,42.716,2.771,Medium,Medium,Medium,Low,1,1
50223.077,44.442,45.902,23.266,High,High,High,High,1,0
38612.5,34.615,38.878,6.767,Low,Medium,Low,Medium,0,1
48270.0,43.122,47.574,5.581,Medium,High,High,Medium,0,0
48484.615,37.004,39.757,6.467,Medium,Medium,Medium,Medium,1,1
53342.857,49.753,35.337,19.5,High,High,Low,High,0,1
47700.0,35.075,49.034,1.279,Medium,Medium,High,Low,1,0
41485.714,18.443,31.558,24.869,Medium,Low,Low,High,0,0
45500.0,31.447,43.006,34.213,Medium,Medium,Medium,High,1,0
49642.105,31.736,42.626,27.675,High,Medium,Medium,High,1,1
45633.333,24.04,23.505,25.703,Medium,Low,Low,High,0,1
52380.0,39.33,43.829,6.95,High,High,Medium,Medium,1,1
39400.0,22.611,41.289,6.439,Low,Low,Medium,Medium,0,1
57038.462,,,,High,,,,1,0
36545.455,24.018,33.444,7.095,Low,Low,Low,Medium,1,0
36428.571,8.872,21.65,20.324,Low,Low,Low,High,1,0
42400.0,30.32,39.129,5.623,Medium,Medium,Low,Medium,0,0
37500.0,25.923,46.957,2.363,Low,Low,High,Low,1,0
41671.429,36.211,48.723,1.534,Medium,Medium,High,Low,0,1
59400.0,44.34,38.608,39.348,High,High,Low,High,1,0
36900.0,30.26,55.075,2.408,Low,Medium,High,Low,1,1
55700.0,41.891,43.197,3.72,High,High,Medium,Low,1,1
37700.0,25.596,38.092,15.48,Low,Low,Low,Medium,0,0
47933.333,43.908,51.795,4.84,Medium,High,High,Low,1,1
39280.0,31.098,43.856,5.628,Low,Medium,Medium,Medium,1,1
38130.0,31.261,51.899,1.071,Low,Medium,High,Low,0,1
53133.333,48.878,48.202,23.454,High,High,High,High,1,0
34687.5,23.566,44.702,6.255,Low,Low,Medium,Medium,1,1
50100.0,33.106,31.465,21.667,High,Medium,Low,High,1,1
43100.0,33.828,49.824,1.634,Medium,Medium,High,Low,0,0
51700.0,31.261,36.797,9.389,High,Medium,Low,Medium,1,0
36312.5,32.339,39.958,5.938,Low,Medium,Medium,Medium,0,1
38257.143,7.436,21.964,31.018,Low,Low,Low,High,1,0
41700.0,26.915,35.007,17.883,Medium,Low,Low,High,1,0
45300.0,35.081,43.651,30.604,Medium,Medium,Medium,High,1,1
41023.077,42.719,50.948,2.728,Medium,High,High,Low,1,1
40146.154,29.515,43.05,10.651,Low,Medium,Medium,Medium,1,1
30684.615,13.849,36.485,4.28,Low,Low,Low,Low,1,1
54713.333,40.487,49.573,38.537,High,High,High,High,1,0
49700.0,35.782,48.648,5.052,High,Medium,High,Low,0,0
36500.0,31.511,51.635,1.373,Low,Medium,High,Low,0,0
47250.0,42.804,41.935,6.5,Medium,High,Medium,Medium,1,1
43533.333,37.947,52.815,1.895,Medium,Medium,High,Low,1,1
30353.846,23.256,41.056,2.955,Low,Low,Medium,Low,0,1
26000.0,18.494,43.275,2.174,Low,Low,Medium,Low,1,1
77208.333,54.885,44.591,14.412,High,High,Medium,Medium,1,1
39800.0,27.802,37.78,32.903,Low,Low,Low,High,1,1
45940.0,30.533,23.757,34.323,Medium,Medium,Low,High,1,0
39235.714,33.28,50.056,3.504,Low,Medium,High,Low,1,1
68758.621,51.069,44.467,21.354,High,High,Medium,High,1,1
38592.308,20.223,43.407,13.607,Low,Low,Medium,Medium,1,1
31875.0,15.764,33.462,40.641,Low,Low,Low,High,1,1
40300.0,28.785,47.494,2.318,Low,Low,High,Low,0,0
35822.222,27.755,34.601,17.404,Low,Low,Low,High,1,0
55200.0,47.089,42.659,18.129,High,High,Medium,High,1,1
37455.556,26.577,42.4,2.675,Low,Low,Medium,Low,0,0
41810.0,32.405,42.852,19.472,Medium,Medium,Medium,High,1,0
44609.091,30.259,47.148,2.499,Medium,Medium,High,Low,0,1
35700.0,25.611,46.566,2.587,Low,Low,High,Low,1,0
40621.429,,,,Low,,,,1,1
56753.846,46.824,42.449,9.159,High,High,Medium,Medium,1,0
54304.348,41.506,45.827,15.45,High,High,High,Medium,1,1
49800.0,49.279,44.978,7.157,High,High,High,Medium,1,1
28718.182,21.495,36.773,15.064,Low,Low,Low,Medium,1,1
74290.323,56.451,43.477,10.354,High,High,Medium,Medium,0,0
46041.667,45.825,44.441,16.498,Medium,High,Medium,High,0,0
39871.429,28.986,57.631,4.302,Low,Low,High,Low,0,0
52300.0,34.436,42.533,4.262,High,Medium,Medium,Low,0,0
38900.0,29.848,56.482,1.305,Low,Medium,High,Low,1,1
60256.25,48.247,50.427,9.046,High,High,High,Medium,1,1
43434.615,26.736,39.234,5.298,Medium,Low,Low,Medium,1,1
48112.5,46.147,42.934,8.033,Medium,High,Medium,Medium,0,0
39323.077,31.855,37.561,34.741,Low,Medium,Low,High,1,1
41000.0,32.55,42.659,3.294,Medium,Medium,Medium,Low,0,1
47100.0,34.79,46.773,13.552,Medium,Medium,High,Medium,1,1
34250.0,28.267,51.602,3.471,Low,Low,High,Low,0,0
39171.429,27.379,43.477,4.248,Low,Low,Medium,Low,1,1
38450.0,45.798,28.977,34.088,Low,High,Low,High,0,1
45518.182,28.356,38.798,12.902,Medium,Low,Low,Medium,1,1
41142.857,40.247,38.873,14.831,Medium,High,Low,Medium,1,0
35500.0,21.827,43.657,3.005,Low,Low,Medium,Low,0,0
45468.966,26.112,36.127,34.525,Medium,Low,Low,High,1,1
56536.364,36.044,39.255,31.878,High,Medium,Low,High,1,0
34622.222,30.008,47.849,2.23,Low,Medium,High,Low,1,1
49394.444,41.862,42.032,10.455,High,High,Medium,Medium,1,1
39000.0,27.188,50.433,2.195,Low,Low,High,Low,1,1
53200.0,53.538,46.042,6.748,High,High,High,Medium,1,0
69000.0,55.575,42.663,12.388,High,High,Medium,Medium,1,1
48900.0,54.059,38.932,16.738,Medium,High,Low,High,1,1
33700.0,18.436,35.879,11.467,Low,Low,Low,Medium,1,1
51700.0,39.623,45.479,11.381,High,High,High,Medium,0,0
46300.0,29.074,37.846,3.735,Medium,Low,Low,Low,1,1
37400.0,29.77,43.708,2.794,Low,Medium,Medium,Low,1,1
56600.0,37.276,37.361,42.539,High,Medium,Low,High,1,1
39900.0,28.548,48.804,2.965,Low,Low,High,Low,1,0
45728.571,32.952,43.619,9.924,Medium,Medium,Medium,Medium,0,1
31600.0,22.22,40.952,17.484,Low,Low,Medium,High,0,0
50478.947,32.027,36.471,79.144,High,Medium,Low,High,0,0
56900.0,53.774,48.744,8.91,High,High,High,Medium,1,0
52572.727,37.836,39.633,26.012,High,Medium,Medium,High,1,1
