cluster_202002,income_msoa,pct_manag_prof,median_age,pct_minority
2,51411.765,42.435,42.374,8.383
0,31760.0,22.04,39.644,21.406
0,38675.0,21.505,24.682,5.139
3,55500.0,48.222,31.682,21.74
1,50735.714,37.131,34.645,47.848
0,39100.0,25.436,39.89,19.251
4,57900.0,31.099,39.772,70.316
0,38106.25,22.062,39.82,14.568
0,36785.714,18.787,34.864,26.38
3,62287.5,51.413,37.351,17.517
0,49823.077,53.407,44.174,14.975
2,39570.0,35.245,44.528,3.588
2,47000.0,46.248,39.448,8.317
2,56130.769,54.523,46.964,8.623
2,32100.0,20.244,43.738,2.001
3,33500.0,12.656,32.963,45.491
2,49200.0,41.2,34.672,15.838
1,39000.0,35.133,49.492,12.333
2,63553.571,50.17,38.399,36.752
3,37855.556,17.907,37.931,6.979
3,41493.75,40.317,40.932,14.052
3,41714.286,38.596,51.201,3.038
2,48692.308,37.393,48.399,6.186
0,39333.333,28.088,50.801,2.697
2,59150.0,46.51,46.639,5.176
2,34100.0,24.01,35.567,8.769
2,39950.0,28.09,42.686,7.509
0,49700.0,38.921,44.54,4.313
0,41100.0,30.311,38.885,14.864
2,63382.353,49.574,43.654,13.554
1,41180.0,32.089,48.013,4.024
0,47469.231,,,
3,42100.0,33.943,41.56,15.606
2,44000.0,37.805,52.151,1.34
2,51100.0,41.787,42.744,13.326
2,47844.444,42.401,39.965,7.83
2,39700.0,25.479,37.771,30.093
0,52483.333,49.078,42.255,17.03
2,44070.0,17.508,23.641,30.636
0,45000.0,40.703,55.458,1.417
1,37494.737,24.877,37.489,18.499
0,56600.0,41.889,41.241,18.592
3,45300.0,41.001,51.494,2.894
3,29000.0,18.188,42.55,1.694
3,44673.333,36.002,46.502,1.551
3,50163.636,35.104,40.443,27.946
3,39800.0,38.067,45.733,19.183
0,35600.0,26.182,45.029,2.2
1,58666.667,42.644,33.127,30.023
2,43475.0,33.967,46.061,3.421
0,46491.667,26.004,35.055,15.674
0,53831.25,41.84,51.864,2.39
3,43600.0,34.106,42.414,14.844
2,50840.0,42.786,51.1,3.129
2,36668.75,31.359,40.06,16.613
3,50478.947,32.027,36.471,79.144
0,48600.0,43.001,47.605,3.651
0,39600.0,18.273,34.315,59.751
2,73900.0,56.564,42.149,16.985
2,49000.0,37.943,38.63,12.53
2,50800.0,51.804,44.61,10.551
3,40216.667,23.833,49.457,3.399
2,37800.0,27.92,42.177,4.221
2,38631.25,31.761,44.527,2.265
2,41700.0,34.299,37.943,18.429
0,42435.714,33.599,49.515,5.465
3,39488.889,28.958,51.327,2.433
3,39000.0,23.711,37.279,2.869
3,40900.0,37.201,48.095,4.641
2,45700.0,28.134,35.141,41.471
1,40807.692,36.596,50.14,3.553
3,43153.846,40.999,44.184,8.29
1,50642.857,40.318,44.549,26.146
1,42622.727,21.764,32.057,55.939
0,52442.857,45.352,46.225,7.472
2,26500.0,20.376,65.075,1.505
0,78066.667,47.078,37.354,10.554
3,47600.0,42.564,50.502,2.977
3,27516.667,17.577,56.85,1.586
3,26960.0,14.077,37.603,3.53
2,27700.0,12.777,34.25,19.885
0,43600.0,29.705,43.404,6.2
2,40728.571,33.795,43.899,3.541
2,39600.0,34.619,52.536,2.893
0,38600.0,27.538,38.175,3.283
2,62127.273,50.774,46.472,14.016
2,58400.0,45.846,41.374,18.137
2,53800.0,43.168,48.125,5.47
2,57181.25,48.771,46.716,5.308
0,41270.0,33.504,52.325,1.932
3,34800.0,29.472,36.085,12.133
3,48685.714,37.015,30.34,24.088
3,57000.0,49.059,44.072,27.835
0,45460.0,40.722,47.324,3.075
2,63991.667,45.571,44.734,47.539
2,32313.333,24.458,39.248,3.513
2,50007.692,48.836,48.132,5.939
2,43450.0,29.967,32.474,57.747
3,49414.286,40.564,33.722,45.107
3,38964.0,27.991,41.119,5.959
2,39300.0,34.723,38.697,5.982
3,52775.0,38.854,43.743,7.161
0,35000.0,30.505,34.129,15.177
3,47900.0,45.515,52.033,5.361
2,53341.667,39.659,45.674,7.74
2,47893.548,31.431,40.342,26.1
3,54700.0,42.424,43.25,23.49
3,51000.0,31.257,38.893,8.305
2,58100.0,38.033,43.846,16.352
0,32100.0,18.933,42.058,3.454
0,43200.0,36.63,53.086,2.099
1,31500.0,13.035,25.172,25.099
0,58382.353,45.319,48.312,6.269
0,47191.667,33.083,42.702,5.479
3,38660.0,35.036,35.695,5.328
3,38027.273,22.624,38.893,5.122
2,53389.474,30.355,38.827,62.229
2,52800.0,54.132,49.846,11.158
0,48559.375,31.236,34.006,42.652
0,47320.0,35.618,31.785,47.28
2,41769.231,27.276,40.303,6.065
2,36100.0,23.004,45.734,4.146
0,60380.952,37.901,40.257,24.501
0,47000.0,37.509,44.748,11.656
0,38130.0,31.261,51.899,1.071
3,41366.667,35.644,39.372,2.761
2,41350.0,43.629,41.559,8.671
1,60731.25,47.846,42.692,24.902
0,44557.143,40.442,39.878,2.279
0,46600.0,47.204,49.606,2.911
2,49188.889,34.307,41.637,5.476
0,57435.714,37.467,38.366,21.471
2,46745.455,46.648,37.175,31.834
4,45725.0,27.712,33.528,41.783
2,53200.0,53.538,46.042,6.748
0,37455.556,26.577,42.4,2.675
3,45454.545,35.055,46.871,4.798
3,52142.857,43.25,44.818,3.839
2,44283.333,36.756,42.996,17.984
1,39677.778,29.273,40.415,23.335
3,43786.667,41.468,43.919,25.005
2,46138.889,30.162,43.837,7.538
2,50821.429,43.417,43.272,4.809
3,58500.0,48.052,41.293,14.241
0,56637.5,34.9,40.134,40.384
2,43346.154,36.03,36.669,34.389
2,34600.0,24.733,38.814,13.744
3,49552.174,34.932,37.351,19.104
2,46875.0,37.305,55.094,2.392
3,28300.0,20.47,35.195,28.161
2,50065.385,35.545,38.27,13.977
0,34966.667,25.803,44.492,6.37
0,33750.0,19.399,37.633,5.389
0,50163.636,35.104,40.443,27.946
3,51713.333,30.9,36.855,10.896
3,36600.0,27.357,36.02,7.248
1,42782.143,35.375,38.737,9.202
0,34166.667,23.822,39.537,9.161
2,49642.105,31.736,42.626,27.675
0,31800.0,16.094,38.714,34.33
2,41000.0,39.117,53.951,1.848
2,46900.0,42.372,45.037,5.838
2,50928.571,25.628,37.494,59.13
3,49414.286,40.564,33.722,45.107
2,31000.0,16.168,32.945,72.914
3,42800.0,37.609,53.267,2.125
3,57900.0,36.701,41.544,18.878
0,37476.19,27.456,39.653,3.289
1,50835.294,41.802,37.297,34.073
3,47500.0,44.679,36.112,6.407
2,48500.0,38.601,44.066,4.949
0,59957.692,46.455,41.17,12.587
3,41293.333,31.026,39.879,5.896
2,36900.0,22.949,41.162,5.869
2,38600.0,22.361,33.292,81.396
3,39600.0,33.183,44.778,4.519
3,36500.0,21.201,44.477,2.664
3,55800.0,43.506,46.298,5.797
1,52600.0,47.849,46.427,6.526
3,37028.571,25.006,50.849,1.335
0,47831.25,36.347,48.231,3.869
0,49866.667,34.225,38.237,7.058
1,36600.0,24.796,49.666,4.964
2,46134.783,36.254,37.701,14.986
0,45900.0,39.575,45.515,2.463
2,46800.0,46.57,53.226,2.501
3,31700.0,20.876,38.499,2.367
3,50058.824,39.084,41.09,19.824
0,38942.857,29.843,49.658,1.858
3,35700.0,30.936,47.842,7.763
3,49175.0,43.678,48.126,4.086
1,36800.0,21.065,39.408,5.059
3,31900.0,23.679,41.994,3.605
2,47191.667,32.685,41.493,3.072
1,40495.652,36.017,47.84,8.508
3,42387.5,30.795,37.422,3.323
3,39050.0,28.073,43.912,14.155
3,62200.0,49.152,47.454,16.563
2,47277.778,25.687,34.54,59.334
0,39104.762,28.56,40.255,6.38
3,33600.0,23.124,45.598,1.687
2,34657.143,22.51,39.606,13.052
3,44590.476,36.562,41.885,4.424
2,43205.263,28.458,35.765,43.897
3,49157.895,42.173,42.551,8.88
3,35400.0,26.079,43.518,3.501
2,66183.721,48.084,41.709,8.523
0,47100.0,30.551,38.295,10.498
3,36833.333,25.648,38.633,48.303
0,42800.0,38.391,52.248,2.879
2,63014.286,48.373,42.671,7.458
3,58300.0,44.378,45.394,10.256
0,43200.0,31.471,39.479,29.888
3,39000.0,32.086,44.924,3.885
0,43066.667,28.32,42.275,4.771
3,41850.0,38.694,55.373,1.272
1,40175.0,40.501,66.438,2.602
3,53400.0,36.036,42.609,5.762
1,43800.0,28.967,32.54,64.815
1,63550.0,52.376,36.572,26.356
0,50783.333,,,
2,38400.0,31.656,41.06,4.363
3,44179.167,33.39,43.443,4.492
2,63100.0,47.963,45.885,19.117
3,52466.667,,,
0,45846.667,35.434,42.11,13.587
0,34388.462,29.738,48.044,4.875
3,48600.0,41.396,54.667,3.225
0,42900.0,34.929,52.876,2.375
2,46100.0,28.071,35.235,17.931
3,45400.0,33.7,57.146,2.498
0,65510.0,51.052,49.149,4.724
2,38933.333,25.712,49.71,1.468
2,45650.0,44.363,58.227,3.657
0,43700.0,27.502,37.708,37.142
3,39228.571,33.804,44.415,7.603
3,38385.714,27.153,47.389,4.487
0,41544.444,29.794,39.079,3.596
3,69547.368,47.173,37.485,32.06
2,46700.0,36.083,40.007,12.913
3,27114.286,14.387,31.308,67.122
3,63700.0,43.424,44.976,3.966
2,34977.778,24.77,37.141,10.573
3,34766.667,34.499,58.833,2.055
2,27900.0,18.629,40.203,1.716
3,47426.667,47.481,44.219,14.599
3,41244.444,34.721,48.901,4.33
3,56900.0,56.082,55.161,4.412
2,61286.667,52.895,44.793,15.459
2,51200.0,40.971,41.093,7.307
3,38725.0,27.13,50.284,1.996
3,39360.0,21.969,36.368,32.953
2,39438.889,22.414,33.727,18.982
0,51122.222,32.043,39.487,16.323
2,37893.75,24.055,44.869,3.164
4,48830.435,31.415,35.766,57.199
3,39183.333,18.988,38.229,34.531
2,48500.0,36.309,38.873,23.638
4,53229.412,41.56,44.317,53.499
1,60731.25,47.846,42.692,24.902
1,33600.0,24.021,54.453,1.98
2,49175.0,43.678,48.126,4.086
2,45900.0,24.144,35.364,63.636
2,63418.182,53.618,45.514,9.439
3,37166.667,23.99,37.064,10.423
2,47116.667,34.712,44.728,2.201
3,42700.0,33.841,51.683,1.573
0,41500.0,35.712,43.917,3.896
0,48792.308,43.135,52.209,2.256
3,44091.667,37.92,39.937,20.667
3,52200.0,47.246,47.848,5.716
2,42808.333,30.361,46.811,6.398
3,34550.0,22.892,42.873,18.527
2,34828.571,22.668,54.563,3.294
3,40300.0,38.977,49.067,3.211
4,50208.333,33.012,39.185,30.102
0,43600.0,34.106,42.414,14.844
1,56328.571,40.05,38.246,9.452
3,65644.444,40.724,37.871,10.452
3,55700.0,54.153,45.326,6.848
2,50581.818,43.851,40.791,26.047
1,30600.0,13.853,31.681,81.936
2,28600.0,12.843,34.511,66.978
2,39000.0,35.133,49.492,12.333
2,49625.0,39.448,43.968,4.289
1,43162.5,35.713,38.76,2.949
1,50985.714,21.127,35.372,81.28
0,29644.444,14.043,35.872,18.453
3,34376.923,24.693,39.779,28.824
3,29700.0,20.981,38.575,1.899
0,31700.0,21.66,35.576,6.414
0,51833.333,42.902,50.27,2.978
2,42600.0,38.842,44.921,5.51
3,35142.857,28.509,53.745,6.196
3,69513.333,56.396,39.751,25.44
1,46075.0,22.935,35.02,57.267
3,39500.0,35.082,42.356,10.074
0,55637.037,48.058,40.321,12.866
3,42400.0,28.68,47.977,3.61
3,45900.0,35.165,39.956,14.171
3,43900.0,38.289,48.762,2.499
0,54526.667,48.132,41.229,20.4
2,41000.0,22.954,40.408,16.267
1,45026.667,29.998,36.996,28.198
0,40471.429,30.027,45.274,3.759
2,48021.429,34.454,46.646,16.892
2,42557.143,33.782,43.564,5.748
3,51105.556,37.103,40.116,24.765
1,60042.857,51.559,33.366,37.327
4,43700.0,30.01,38.945,18.109
3,39583.333,32.06,44.779,4.575
0,35950.0,9.244,22.849,53.917
3,41535.294,26.795,43.409,2.186
2,47600.0,34.4,36.725,22.191
0,41180.0,32.089,48.013,4.024
2,53066.667,28.318,23.164,42.69
0,48875.0,,,
0,29100.0,20.5,37.821,1.826
0,31700.0,21.66,35.576,6.414
3,27700.0,11.242,33.813,8.124
2,67940.0,60.949,36.622,23.318
0,41750.0,35.166,50.718,1.734
2,43600.0,33.583,42.464,6.092
3,44785.714,42.737,44.044,10.204
2,63966.667,57.101,41.432,22.339
3,43407.143,41.243,56.999,2.714
3,54300.0,34.755,39.164,11.387
0,66800.0,50.865,44.453,6.384
2,50144.444,30.324,30.097,72.591
1,42600.0,24.74,36.268,32.491
3,47000.0,36.508,46.542,4.373
3,34687.5,23.566,44.702,6.255
0,35600.0,28.457,46.578,2.103
2,44630.0,37.629,46.738,2.292
3,40431.579,40.492,51.267,4.08
2,50620.0,53.744,42.625,20.593
3,52000.0,33.464,44.368,6.821
0,40113.333,35.348,44.687,5.63
1,49300.0,27.264,36.715,62.939
3,46881.818,20.489,35.881,43.79
0,34400.0,29.078,42.204,6.404
2,32827.273,22.926,42.716,2.658
3,40075.0,32.85,52.957,1.447
3,32750.0,15.804,37.553,8.842
2,39566.667,26.429,37.588,4.611
3,45778.947,38.363,50.807,1.495
2,57060.0,46.497,36.023,42.585
0,36700.0,23.879,35.389,12.474
3,37300.0,20.508,33.622,9.347
2,33200.0,25.879,42.05,11.694
3,41983.333,34.877,47.555,3.721
4,44800.0,27.825,33.405,45.756
2,47619.048,31.932,36.701,12.146
1,43475.0,33.967,46.061,3.421
2,41707.692,30.776,36.175,47.616
2,54141.176,38.903,40.52,39.97
3,68200.0,53.085,49.378,6.259
3,48875.0,,,
1,55300.0,46.544,40.647,26.282
0,52800.0,39.871,42.635,17.925
2,37320.0,26.527,40.838,5.193
1,37400.0,28.084,40.899,19.842
0,37050.0,27.188,42.952,5.711
2,56400.0,53.999,38.611,29.449
2,29600.0,20.64,38.604,3.717
1,33700.0,17.322,36.531,41.644
3,43527.273,32.586,43.819,3.721
2,38300.0,26.411,38.998,3.975
3,41891.304,,,
0,46166.667,38.866,39.948,21.431
1,43500.0,26.463,34.385,56.019
0,37700.0,25.596,38.092,15.48
0,31337.5,26.546,43.92,8.193
3,50340.0,43.513,40.319,18.846
2,53627.273,35.771,47.738,15.467
0,57000.0,45.096,47.591,6.033
3,48484.615,37.004,39.757,6.467
2,41053.333,34.333,46.629,5.285
2,34000.0,27.842,49.552,1.919
1,50223.077,44.442,45.902,23.266
3,46100.0,38.075,50.324,1.779
1,48200.0,34.731,42.44,14.484
1,31714.286,16.97,42.558,7.009
2,59600.0,50.98,40.389,15.053
3,62287.5,51.413,37.351,17.517
0,50900.0,44.448,33.427,35.695
0,33700.0,25.578,41.682,5.928
3,42300.0,28.142,40.994,18.67
2,50900.0,52.573,49.172,20.256
3,51026.316,,,
1,47141.667,36.256,39.039,14.09
3,50065.385,35.545,38.27,13.977
3,56637.5,34.9,40.134,40.384
2,31900.0,21.036,34.027,30.1
1,50640.0,41.214,42.255,24.352
3,51033.333,,,
1,42411.765,38.851,44.715,2.567
0,44000.0,30.334,40.038,3.343
3,39733.333,29.328,49.41,2.002
1,40495.652,36.017,47.84,8.508
2,42200.0,40.043,35.312,20.122
3,53900.0,43.382,45.817,4.505
3,72974.074,55.148,47.766,10.018
2,43977.273,39.962,47.49,11.918
0,38982.353,29.796,45.666,2.301
2,53751.852,39.505,49.855,3.049
2,58200.0,50.0,48.365,3.922
3,56600.0,41.889,41.241,18.592
3,34800.0,23.298,40.372,5.363
3,31000.0,21.465,50.682,2.827
3,35788.889,30.938,50.7,3.837
1,67435.714,64.415,31.908,27.097
2,31830.769,18.191,37.153,4.775
2,35545.455,24.466,34.016,17.327
2,46568.75,38.468,43.713,7.305
2,43100.0,32.326,36.52,46.191
2,32300.0,17.321,39.749,3.486
3,36100.0,23.312,40.118,2.596
0,65475.0,46.775,42.085,16.233
0,46400.0,38.353,41.646,5.364
0,41200.0,27.66,41.449,27.264
0,40500.0,34.14,45.55,3.441
2,43800.0,46.974,53.335,2.102
3,47241.176,31.091,39.772,26.697
1,42140.0,25.413,33.437,78.236
3,40113.333,35.348,44.687,5.63
1,45454.545,35.055,46.871,4.798
3,57700.0,42.95,42.69,13.068
0,62169.565,44.688,43.532,9.139
2,27900.0,18.629,40.203,1.716
0,53300.0,53.049,49.863,10.054
3,25200.0,19.543,41.858,2.087
3,46950.0,36.055,31.442,53.486
2,33285.714,25.655,43.404,3.136
3,39083.333,28.875,42.224,2.222
2,40900.0,19.308,35.277,45.383
2,52466.667,,,
3,47100.0,39.96,48.906,14.416
2,66183.721,48.084,41.709,8.523
3,49930.769,41.607,47.166,2.378
0,43425.714,32.92,44.559,12.622
3,45500.0,48.662,49.301,4.542
3,40500.0,34.413,53.216,1.907
3,74847.368,57.874,45.737,12.636
0,58100.0,38.914,38.056,32.694
3,39800.0,39.524,40.801,17.677
3,49738.462,39.008,45.688,8.792
2,49625.0,50.778,49.759,3.527
3,58400.0,33.694,42.01,14.543
1,49123.077,29.928,37.764,15.635
2,51300.0,42.25,44.788,16.094
0,39940.0,28.07,42.403,5.327
3,49223.81,39.16,39.088,21.03
1,34016.667,18.89,34.899,52.97
2,35600.0,29.209,52.076,2.222
0,39200.0,30.979,44.046,17.371
0,51835.294,43.506,49.433,6.935
3,52208.333,33.484,35.274,42.603
3,43262.5,29.806,36.417,34.069
0,41000.0,36.563,53.422,1.691
3,58590.909,44.586,44.85,2.931
2,52580.0,44.559,44.107,36.126
2,30800.0,14.924,36.56,13.106
0,56481.25,44.978,48.356,15.038
3,55827.273,49.85,47.353,5.71
3,46805.263,40.939,47.475,2.768
0,51680.952,46.024,37.26,11.539
2,35200.0,18.926,33.896,11.424
0,47000.0,33.919,35.407,68.211
2,49500.0,23.749,35.324,83.268
3,47775.0,43.634,50.015,3.609
1,43600.0,30.652,38.862,22.707
0,57426.667,42.381,41.966,22.994
3,49200.0,37.531,46.544,4.252
2,40511.111,28.773,46.303,4.287
3,36800.0,27.19,42.653,3.47
3,36900.0,23.245,42.315,5.244
4,44909.091,31.532,39.857,7.073
2,37620.0,39.203,51.701,6.847
3,44125.0,27.873,38.656,5.355
0,37033.333,32.028,48.4,4.291
2,57018.182,34.117,38.752,48.683
2,42393.939,28.306,35.611,24.522
3,43100.0,38.707,40.352,8.319
1,43500.0,31.673,41.604,8.089
0,44800.0,36.227,54.6,2.667
2,48811.111,36.837,49.533,11.993
0,42741.667,42.332,48.597,1.849
1,42600.0,36.025,44.244,9.949
3,48200.0,34.731,42.44,14.484
3,41466.667,38.439,54.367,1.744
3,36600.0,22.574,43.677,2.592
2,43200.0,31.471,39.479,29.888
0,44000.0,36.237,41.142,3.334
0,51500.0,50.773,54.348,2.898
2,46066.667,44.606,48.663,8.649
0,36211.111,23.787,43.689,8.343
3,25500.0,12.937,36.022,6.382
2,36983.333,30.437,46.63,5.142
2,59600.0,42.949,42.036,12.833
3,36107.692,22.486,46.954,2.333
3,52858.333,,,
0,51000.0,34.523,42.002,8.797
2,49007.692,47.572,30.241,22.317
3,46200.0,39.04,52.425,1.979
3,48980.0,26.726,40.124,24.7
3,35900.0,31.284,34.44,13.599
1,60700.0,51.174,41.976,26.15
3,50326.087,42.433,39.639,6.693
3,45216.667,37.099,45.53,1.747
1,76700.0,61.622,34.701,21.404
2,56475.0,43.812,50.48,8.073
0,36500.0,,,
0,42400.0,35.862,45.082,2.443
0,40152.632,32.828,42.715,3.629
0,54100.0,41.679,28.782,53.647
2,52706.25,46.847,44.317,16.607
2,38584.615,22.901,47.659,6.473
0,34500.0,18.901,37.95,9.039
2,34400.0,27.364,41.871,2.592
2,40460.0,25.79,37.257,8.406
3,50800.0,24.071,38.352,75.59
3,63475.0,58.067,35.471,26.002
3,46400.0,46.063,45.118,21.271
1,36427.273,23.76,39.599,8.175
2,34100.0,31.68,59.871,2.105
3,34925.0,22.925,35.588,20.562
3,45400.0,37.036,45.79,11.806
0,58376.923,45.999,37.296,10.702
1,51745.161,32.441,36.937,48.955
0,25000.0,13.109,30.305,32.906
3,42468.421,36.569,39.762,6.601
0,47633.333,38.153,39.543,11.553
1,54100.0,40.381,35.574,17.83
3,38155.556,25.141,33.082,9.526
3,49290.323,31.077,38.294,9.38
3,55357.143,39.233,41.883,25.363
1,34883.333,24.022,36.433,23.905
1,58600.0,51.079,35.642,39.841
0,65909.524,44.903,39.588,35.667
0,50058.824,39.084,41.09,19.824
3,38900.0,33.083,48.132,4.574
2,51700.0,39.623,45.479,11.381
3,48500.0,38.601,44.066,4.949
3,48775.0,43.562,45.788,12.597
2,42600.0,32.477,39.614,34.849
2,66183.721,48.084,41.709,8.523
1,79226.316,55.071,38.836,14.85
2,34000.0,33.156,37.093,13.16
3,39842.857,19.29,34.843,39.71
3,44909.091,45.653,47.164,13.238
3,40741.667,34.164,45.097,3.992
2,54946.154,48.16,41.156,7.731
4,60200.0,50.185,43.815,26.368
3,31000.0,24.611,39.748,9.272
2,35400.0,25.699,47.76,1.867
0,50500.0,40.907,44.492,4.539
0,35438.462,23.848,50.957,4.73
3,53776.471,47.469,37.998,8.593
3,62900.0,50.399,41.216,23.04
2,46200.0,34.317,34.331,57.161
0,52000.0,31.901,40.187,10.956
0,51706.25,42.822,48.865,5.238
0,32088.889,21.702,43.769,7.01
2,48695.455,44.924,43.238,4.726
3,32400.0,21.729,42.797,2.534
2,36423.077,27.535,42.776,8.186
0,31700.0,27.437,40.534,3.66
3,35706.667,28.602,40.059,3.737
3,38400.0,28.822,43.885,2.492
0,53200.0,40.614,52.783,6.342
0,41250.0,36.29,45.384,3.46
0,73031.579,47.83,39.538,31.298
2,43460.0,35.821,47.678,4.669
2,50313.636,42.06,38.986,12.613
2,50193.333,50.338,42.779,13.17
3,38800.0,29.904,42.666,2.644
3,45600.0,38.658,43.969,3.279
2,45162.5,24.196,36.437,64.551
2,50326.087,42.433,39.639,6.693
0,43500.0,38.01,48.608,2.25
0,37700.0,35.408,40.516,11.052
2,47126.667,39.616,53.366,1.726
1,60380.952,37.901,40.257,24.501
3,38505.263,23.823,39.932,3.049
1,59484.0,54.053,44.597,9.976
2,57366.667,49.101,47.132,7.464
2,46886.667,43.773,50.258,3.468
1,47893.548,31.431,40.342,26.1
2,52422.222,,,
0,43215.385,31.12,35.082,12.968
0,41300.0,34.759,55.648,1.285
2,47200.0,25.728,36.761,69.748
2,48260.0,37.696,40.38,4.965
0,50517.647,50.419,46.342,4.777
2,48790.0,41.597,47.679,3.012
3,40500.0,34.142,44.223,3.08
1,45000.0,46.425,46.521,4.187
4,61285.714,30.859,37.103,73.296
4,49500.0,24.991,33.803,75.093
3,52016.667,40.815,47.095,5.067
2,37100.0,28.689,52.032,1.17
3,29600.0,20.64,38.604,3.717
0,48180.0,38.595,45.251,5.528
3,36900.0,31.858,49.981,1.505
0,40400.0,17.949,32.234,75.076
0,32900.0,8.08,22.816,27.459
0,45600.0,29.37,42.479,29.054
3,38433.333,20.141,36.329,57.868
2,32900.0,19.331,39.368,3.297
2,37500.0,25.047,37.299,8.065
0,31600.0,22.452,43.769,1.876
2,57740.0,44.649,44.918,34.926
3,47180.952,35.478,47.284,6.446
3,51867.857,39.773,35.412,8.444
0,47417.647,42.989,48.742,2.984
2,39944.444,33.389,46.211,6.05
2,50171.429,37.893,36.614,36.827
1,45000.0,40.874,52.578,3.808
2,55000.0,32.674,41.737,33.647
3,57038.462,,,
3,58026.316,50.358,38.74,14.508
1,35706.667,28.602,40.059,3.737
3,41115.385,34.942,40.975,4.689
0,44995.833,30.866,32.592,5.037
2,34800.0,19.014,34.94,41.863
3,51835.294,43.506,49.433,6.935
2,56646.667,47.317,42.948,25.352
0,50975.0,31.592,34.973,47.462
2,66183.721,48.084,41.709,8.523
2,55768.75,47.313,48.67,5.841
3,39842.857,19.29,34.843,39.71
2,57900.0,44.582,38.274,24.627
0,72900.0,50.831,42.355,31.642
2,38066.667,36.281,52.008,3.583
0,34357.143,20.453,41.535,2.306
3,42300.0,38.289,48.689,7.804
0,30600.0,14.535,34.307,70.266
3,41600.0,22.798,35.556,22.495
0,47000.0,37.509,44.748,11.656
2,42745.455,37.508,40.118,6.402
1,58400.0,32.363,40.248,52.604
3,30606.25,38.621,46.63,4.128
3,80100.0,56.256,44.457,15.532
0,30700.0,16.268,37.251,21.979
3,49257.143,36.591,42.161,3.599
3,41700.0,34.917,44.901,21.407
2,35000.0,25.041,45.947,2.179
2,42838.462,30.008,35.815,22.38
2,53952.941,47.019,46.685,5.04
2,48506.667,49.12,51.313,5.386
2,53855.556,49.883,39.386,32.032
0,39842.857,18.667,38.443,15.71
4,44995.833,30.866,32.592,5.037
2,52093.548,41.762,41.57,9.116
0,37975.0,32.594,39.54,19.213
1,32488.889,15.423,37.156,6.489
2,45500.0,41.014,45.613,3.291
0,31100.0,18.476,39.402,4.33
2,36800.0,29.853,46.843,9.307
0,55700.0,45.249,41.867,8.559
2,65475.0,46.775,42.085,16.233
3,52128.571,40.444,44.744,11.668
2,40800.0,29.083,46.878,4.712
0,37628.571,16.84,23.993,43.049
2,35860.0,23.663,37.739,19.502
3,35900.0,19.822,33.91,15.251
3,32300.0,17.825,45.417,6.059
0,39200.0,33.728,53.279,5.563
3,37900.0,23.568,36.856,8.31
1,64921.053,57.809,34.583,28.28
2,56090.909,35.291,38.928,17.901
1,68200.0,59.113,41.155,17.161
1,53107.143,41.028,50.66,3.024
3,48559.375,31.236,34.006,42.652
3,62820.833,52.018,45.113,21.57
3,45400.0,,,
1,66900.0,55.086,45.801,8.413
0,43500.0,39.752,43.086,4.197
0,44180.0,39.045,44.034,20.406
2,46400.0,40.264,53.403,1.453
0,33600.0,24.132,34.592,62.421
2,37300.0,29.419,39.04,4.515
1,41762.5,30.296,35.229,13.78
1,29700.0,9.868,27.844,90.061
2,36000.0,27.299,47.45,4.948
2,57152.941,35.685,39.395,7.722
3,35400.0,26.261,33.678,60.29
0,45725.0,45.71,62.576,2.238
2,67376.471,53.198,42.774,48.473
3,57116.667,44.72,47.595,3.207
2,34488.889,33.613,34.81,21.998
3,38326.667,27.173,46.164,5.387
1,52300.0,34.436,42.533,4.262
3,53311.111,27.751,36.125,41.773
3,57927.778,44.812,39.837,6.297
2,42733.333,35.303,51.913,2.171
2,44020.0,42.751,44.794,24.187
0,48070.0,34.325,41.47,3.24
2,59766.667,53.654,44.295,18.143
2,55618.75,43.996,46.617,9.798
2,28400.0,18.991,37.906,8.855
1,40719.048,,,
3,39500.0,40.482,39.739,3.769
3,31608.333,22.206,41.818,8.798
2,39807.692,25.432,39.225,3.402
3,42700.0,36.053,52.495,5.609
3,58820.0,42.882,40.894,8.957
0,49900.0,45.013,53.579,4.257
2,60864.286,43.421,36.608,33.895
3,57340.0,40.523,36.65,23.315
1,47200.0,33.236,41.373,34.253
0,42666.667,36.502,44.04,5.486
3,37455.556,26.577,42.4,2.675
1,42400.0,34.553,46.412,2.936
2,24700.0,22.477,42.987,2.343
2,36833.333,25.648,38.633,48.303
3,42500.0,31.403,45.599,2.163
3,28200.0,17.202,36.908,21.631
0,43900.0,37.494,37.505,6.603
2,32157.143,17.143,56.651,2.755
2,48317.647,44.006,45.215,25.195
3,39725.0,30.733,46.313,16.917
1,50900.0,54.553,46.716,10.639
2,51185.714,37.355,40.511,26.642
0,34823.529,23.802,38.895,9.644
2,76700.0,45.727,41.315,15.851
2,41392.857,32.504,44.165,7.598
0,37816.667,27.975,51.098,3.547
1,35223.077,21.705,37.506,27.351
2,74847.368,57.874,45.737,12.636
0,34350.0,21.17,33.233,12.481
2,45900.0,24.811,28.053,47.803
3,35200.0,22.086,46.209,1.552
2,49500.0,24.991,33.803,75.093
3,41864.286,31.595,43.01,4.698
1,54404.545,41.288,40.36,43.555
3,29845.455,14.193,34.976,7.044
3,53560.0,29.182,38.398,54.139
2,37100.0,30.832,45.873,3.694
3,46562.5,16.418,37.809,92.81
3,61366.667,42.166,38.22,23.989
